inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in
PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CNCCC=C1c2ccccc2CCc2ccccc21	chembl_approved	CHEMBL445	CC BY-SA 3.0	2026-09-25	263.38	3.826	1	1	12.03	3	20	41	3	0.263	1	0	0	chembl_approved:CHEMBL1201156
PHWBOXQYWZNQIN-UHFFFAOYSA-N	Clc1ccccc1CN1CCc2sccc2C1	chembl_approved	CHEMBL833	CC BY-SA 3.0	2026-09-25	263.79	3.96	0	2	3.24	2	17	31	3	0.286	0	0	0	chembl_approved:CHEMBL1717
PHWXUGHIIBDVKD-UHFFFAOYSA-N	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2	chembl_approved	CHEMBL282724	CC BY-SA 3.0	2026-09-25	454.91	3.961	1	8	107.73	6	29	44	4	0.222	0	0	0	
PHXJVRSECIGDHY-UHFFFAOYSA-N	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12	chembl_approved	CHEMBL1171837	CC BY-SA 3.0	2026-09-25	532.57	4.456	1	5	65.77	4	39	66	5	0.276	0	1	0	chembl_approved:CHEMBL2105708
PIBARDGJJAGJAJ-NQIIRXRSSA-N	CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12	chembl_approved	CHEMBL4250860	CC BY-SA 3.0	2026-09-25	580.42	3.74	1	7	122.97	6	38	61	5	0.269	0	1	0	
PIDANAQULIKBQS-RNUIGHNZSA-N	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO	chembl_approved	CHEMBL1201148	CC BY-SA 3.0	2026-09-25	372.46	2.012	2	5	91.67	2	27	55	4	0.682	0	0	0	
PIDSZXPFGCURGN-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1	chembl_approved	CHEMBL188952	CC BY-SA 3.0	2026-09-25	251.71	2.904	1	2	40.54	3	17	31	2	0.308	0	0	1	
PIJVFDBKTWXHHD-HIFRSBDPSA-N	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C	chembl_approved	CHEMBL94	CC BY-SA 3.0	2026-09-25	275.35	1.774	1	4	44.81	1	20	41	3	0.533	0	0	0	chembl_approved:CHEMBL338975
PIWKPBJCKXDKJR-UHFFFAOYSA-N	FC(F)OC(Cl)C(F)(F)F	chembl_approved	CHEMBL1256	CC BY-SA 3.0	2026-09-25	184.49	2.353	0	1	9.23	2	10	12	0	1.0	0	0	1	
PJDFLNIOAUIZSL-UHFFFAOYSA-N	C=CC(N)CCC(=O)O	chembl_approved	CHEMBL89598	CC BY-SA 3.0	2026-09-25	129.16	0.365	2	2	63.32	4	9	20	0	0.5	0	0	1	
PJHKBYALYHRYSK-UHFFFAOYSA-N	CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC	chembl_approved	CHEMBL4297585	CC BY-SA 3.0	2026-09-25	428.61	5.896	0	6	78.9	20	30	74	0	0.875	0	1	0	
PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	chembl_approved	CHEMBL596	CC BY-SA 3.0	2026-09-25	336.48	4.137	0	2	23.55	6	25	53	3	0.409	0	0	0	chembl_approved:CHEMBL688;chembl_approved:CHEMBL1201159
PJSFRIWCGOHTNF-UHFFFAOYSA-N	COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC	chembl_approved	CHEMBL1539	CC BY-SA 3.0	2026-09-25	310.34	0.877	2	7	116.43	5	21	35	2	0.167	0	0	0	
PJVWKTKQMONHTI-UHFFFAOYSA-M	CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O	chembl_approved	CHEMBL1200772	CC BY-SA 3.0	2026-09-25	307.33	2.978	0	4	70.34	4	23	38	3	0.158	0	0	0	chembl_approved:CHEMBL1200879
PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	chembl_approved	CHEMBL1464	CC BY-SA 3.0	2026-09-25	308.33	3.61	1	4	67.51	4	23	39	3	0.158	0	0	0	
PJWPNDMDCLXCOM-UHFFFAOYSA-N	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1	chembl_approved	CHEMBL315838	CC BY-SA 3.0	2026-09-25	352.48	4.364	1	3	41.57	6	26	54	3	0.409	0	0	0	chembl_approved:CHEMBL2106155
PKVRCIRHQMSYJX-AIFWHQITSA-N	COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4	chembl_approved	CHEMBL450449	CC BY-SA 3.0	2026-09-25	761.85	3.413	4	15	168.72	3	54	97	10	0.487	1	2	0	
PLBHSZGDDKCEHR-LFYFAGGJSA-N	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	chembl_approved	CHEMBL1364144	CC BY-SA 3.0	2026-09-25	416.51	2.374	2	6	100.9	3	30	62	4	0.708	0	0	0	
PLDUPXSUYLZYBN-UHFFFAOYSA-N	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	chembl_approved	CHEMBL726	CC BY-SA 3.0	2026-09-25	437.53	4.308	1	5	29.95	6	30	56	4	0.455	0	0	0	chembl_approved:CHEMBL1448187
PLHJDBGFXBMTGZ-WEVVVXLNSA-N	O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	chembl_approved	CHEMBL1103	CC BY-SA 3.0	2026-09-25	225.16	0.974	0	6	98.18	3	16	23	2	0.25	0	0	0	
PLIGPBGDXASWPX-UHFFFAOYSA-N	CN(C)CCCn1c2c(c3ccccc31)CCCCCC2	chembl_approved	CHEMBL126224	CC BY-SA 3.0	2026-09-25	284.45	4.252	0	1	8.17	4	21	49	3	0.579	1	0	0	
PMRYVIKBURPHAH-UHFFFAOYSA-N	Cn1ccnc1S	chembl_approved	CHEMBL1515	CC BY-SA 3.0	2026-09-25	114.17	0.709	1	2	17.82	0	7	13	1	0.25	0	0	1	
PMXMIIMHBWHSKN-UHFFFAOYSA-N	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O	chembl_approved	CHEMBL1621	CC BY-SA 3.0	2026-09-25	426.49	3.081	1	6	84.39	4	31	58	5	0.522	0	0	0	
PNCPYILNMDWPEY-QGZVFWFLSA-N	C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	chembl_approved	CHEMBL24778	CC BY-SA 3.0	2026-09-25	495.54	3.071	3	6	97.05	13	35	67	3	0.48	0	0	0	
PNVNVHUZROJLTJ-UHFFFAOYSA-N	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	chembl_approved	CHEMBL637	CC BY-SA 3.0	2026-09-25	277.41	3.036	1	3	32.7	5	20	47	2	0.647	0	0	0	chembl_approved:CHEMBL1201066;chembl_approved:CHEMBL5095051
POGQSBRIGCQNEG-UHFFFAOYSA-N	NC(=O)c1cn(Cc2c(F)cccc2F)nn1	chembl_approved	CHEMBL1201754	CC BY-SA 3.0	2026-09-25	238.2	0.704	1	3	73.8	3	17	25	2	0.1	0	0	1	
POPFMWWJOGLOIF-XWCQMRHXSA-N	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	chembl_approved	CHEMBL1201012	CC BY-SA 3.0	2026-09-25	436.52	2.499	2	6	93.06	2	31	64	5	0.833	0	0	0	
POZRVZJJTULAOH-LHZXLZLDSA-N	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C	chembl_approved	CHEMBL1479	CC BY-SA 3.0	2026-09-25	337.46	4.221	1	3	46.26	0	25	52	5	0.682	0	0	0	
PPCFSEIOYQJRDN-UHFFFAOYSA-M	CC(=O)Nc1nnc(S([NH-])(=O)=O)s1	chembl_approved	CHEMBL1200814	CC BY-SA 3.0	2026-09-25	221.24	0.237	1	6	112.82	2	13	18	1	0.25	0	0	0	
PPRRDFIXUUSXRA-UHFFFAOYSA-N	O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1	chembl_approved	CHEMBL231068	CC BY-SA 3.0	2026-09-25	390.41	3.171	1	3	44.27	4	28	49	4	0.35	0	0	0	
PPSNFPASKFYPMN-SECBINFHSA-N	Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1	chembl_approved	CHEMBL3608680	CC BY-SA 3.0	2026-09-25	358.4	2.461	0	6	76.8	2	25	40	4	0.312	0	0	0	
PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	chembl_approved	CHEMBL13280	CC BY-SA 3.0	2026-09-25	313.29	2.548	0	4	75.81	2	23	35	3	0.125	0	0	0	
PQJQFLNBMSCUSH-SBAJWEJLSA-N	CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O	chembl_approved	CHEMBL2364632	CC BY-SA 3.0	2026-09-25	487.51	0.114	5	10	173.86	5	35	64	4	0.458	0	0	0	chembl_approved:CHEMBL2364633
PQLXHQMOHUQAKB-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C	chembl_approved	CHEMBL125	CC BY-SA 3.0	2026-09-25	407.58	5.676	0	4	58.59	20	27	73	0	1.0	0	1	0	
PQUZXFMHVSMUNG-JTQLQIEISA-N	C[C@@](Cc1ccc(OP(=O)(O)O)c(O)c1)(NN)C(=O)O	chembl_approved	CHEMBL4802240	CC BY-SA 3.0	2026-09-25	306.21	-0.287	6	6	162.34	6	20	35	1	0.3	0	1	0	
PQXKDMSYBGKCJA-CVTJIBDQSA-N	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1	chembl_approved	CHEMBL1237021	CC BY-SA 3.0	2026-09-25	492.69	4.256	0	6	56.75	5	35	71	7	0.679	0	0	0	chembl_approved:CHEMBL1615372
PRMWGUBFXWROHD-UHFFFAOYSA-N	N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O	chembl_approved	CHEMBL1214124	CC BY-SA 3.0	2026-09-25	349.39	4.438	0	3	58.68	3	27	42	4	0.0	0	0	0	
PROQIPRRNZUXQM-ZXXIGWHRSA-N	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O	chembl_approved	CHEMBL193482	CC BY-SA 3.0	2026-09-25	288.39	2.58	3	3	60.69	0	21	45	4	0.667	0	0	1	
PSGAAPLEWMOORI-PEINSRQWSA-N	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	chembl_approved	CHEMBL717	CC BY-SA 3.0	2026-09-25	386.53	4.655	0	4	60.44	2	28	62	4	0.792	0	0	0	
PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	chembl_approved	CHEMBL191	CC BY-SA 3.0	2026-09-25	422.92	4.267	2	5	92.51	8	30	53	4	0.273	0	0	0	
PTKSEFOSCHHMPD-UHFFFAOYSA-N	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	chembl_approved	CHEMBL1200461	CC BY-SA 3.0	2026-09-25	254.29	-0.188	3	5	93.81	6	18	36	1	0.417	0	0	0	chembl_approved:CHEMBL1201212
PTOAARAWEBMLNO-KVQBGUIXSA-N	Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1	chembl_approved	CHEMBL1619	CC BY-SA 3.0	2026-09-25	285.69	-0.297	3	7	119.31	2	19	31	3	0.5	0	0	0	
PTOIAAWZLUQTIO-GXFFZTMASA-N	CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2	chembl_approved	CHEMBL2103822	CC BY-SA 3.0	2026-09-25	245.32	2.251	1	2	38.33	4	18	37	3	0.533	0	0	1	
PTRATZCAGVBFIQ-UHFFFAOYSA-N	Cc1ccc(-c2ccc(C)cn2)nc1	chembl_approved	CHEMBL2205807	CC BY-SA 3.0	2026-09-25	184.24	2.76	0	2	25.78	1	14	26	2	0.167	0	0	1	
PUFQVTATUTYEAL-UHFFFAOYSA-N	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	chembl_approved	CHEMBL1086	CC BY-SA 3.0	2026-09-25	343.47	3.485	1	4	54.46	10	25	54	2	0.5	0	0	0	chembl_approved:CHEMBL1200612
PUKBOVABABRILL-YZNIXAGQSA-N	Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F	chembl_approved	CHEMBL3989871	CC BY-SA 3.0	2026-09-25	581.65	8.048	2	3	61.44	6	42	77	5	0.394	0	2	0	
PURKAOJPTOLRMP-ASMGOKTBSA-N	[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H]	chembl_approved	CHEMBL4297603	CC BY-SA 3.0	2026-09-25	401.55	5.081	3	3	82.19	2	29	57	3	0.333	0	1	0	
PURKAOJPTOLRMP-UHFFFAOYSA-N	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	chembl_approved	CHEMBL2010601	CC BY-SA 3.0	2026-09-25	392.5	5.081	3	3	82.19	2	29	57	3	0.333	0	1	0	
PUXBGTOOZJQSKH-UHFFFAOYSA-N	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12	chembl_approved	CHEMBL1316	CC BY-SA 3.0	2026-09-25	273.72	4.163	2	1	53.09	2	19	31	3	0.133	0	0	0	
PVLJETXTTWAYEW-UHFFFAOYSA-N	CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1	chembl_approved	CHEMBL94454	CC BY-SA 3.0	2026-09-25	432.5	3.412	1	5	70.05	5	32	57	5	0.292	0	0	0	
PVNIIMVLHYAWGP-UHFFFAOYSA-N	O=C(O)c1cccnc1	chembl_approved	CHEMBL573	CC BY-SA 3.0	2026-09-25	123.11	0.78	1	2	50.19	1	9	14	1	0.0	0	0	1	
PWACSDKDOHSSQD-IUTFFREVSA-N	Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1	chembl_approved	CHEMBL1224	CC BY-SA 3.0	2026-09-25	348.45	4.015	1	3	53.43	6	26	50	3	0.273	0	0	0	
PWAJCNITSBZRBL-UHFFFAOYSA-N	CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1	chembl_approved	CHEMBL2104356	CC BY-SA 3.0	2026-09-25	368.82	3.28	0	3	49.85	1	26	43	4	0.2	0	0	0	
PWAUCHMQEXVFJR-PMAPCBKXSA-M	Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1	chembl_approved	CHEMBL1200672	CC BY-SA 3.0	2026-09-25	611.64	-1.008	4	13	215.59	9	42	65	5	0.28	0	2	0	
PWAUCHMQEXVFJR-PMAPCBKXSA-N	Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1	chembl_approved	CHEMBL1201204	CC BY-SA 3.0	2026-09-25	612.65	0.327	5	12	212.76	9	42	66	5	0.28	0	2	0	
PWKSKIMOESPYIA-BYPYZUCNSA-N	CC(=O)N[C@@H](CS)C(=O)O	chembl_approved	CHEMBL600	CC BY-SA 3.0	2026-09-25	163.2	-0.494	3	3	66.4	3	10	19	0	0.6	0	0	1	chembl_approved:CHEMBL6068327
PWVXXGRKLHYWKM-LJQANCHMSA-N	CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	chembl_approved	CHEMBL1510	CC BY-SA 3.0	2026-09-25	382.53	3.821	1	3	53.17	6	27	53	4	0.364	0	0	0	chembl_approved:CHEMBL1201003
PWWVAXIEGOYWEE-UHFFFAOYSA-N	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	chembl_approved	CHEMBL643	CC BY-SA 3.0	2026-09-25	284.43	4.239	0	3	6.48	3	20	40	3	0.294	1	0	0	chembl_approved:CHEMBL1200750
PWZUUYSISTUNDW-VAFBSOEGSA-N	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C	chembl_approved	CHEMBL1201165	CC BY-SA 3.0	2026-09-25	364.53	5.228	1	2	29.46	2	27	59	5	0.68	0	1	0	
PXGPLTODNUVGFL-YNNPMVKQSA-N	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O	chembl_approved	CHEMBL815	CC BY-SA 3.0	2026-09-25	354.49	3.043	4	4	97.99	12	25	59	1	0.75	0	0	0	chembl_approved:CHEMBL1200896
PXWLVJLKJGVOKE-UHFFFAOYSA-N	Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C	chembl_approved	CHEMBL28318	CC BY-SA 3.0	2026-09-25	230.31	2.608	0	1	26.93	2	17	35	2	0.357	0	0	1	
PYAOPMWCFSVFOT-UHFFFAOYSA-N	Sc1ncnc2[nH]ncc12	chembl_approved	CHEMBL119423	CC BY-SA 3.0	2026-09-25	152.18	0.642	2	4	54.46	0	10	14	2	0.0	0	0	0	
PYGWGZALEOIKDF-UHFFFAOYSA-N	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br	chembl_approved	CHEMBL308954	CC BY-SA 3.0	2026-09-25	435.29	4.717	2	7	120.64	4	28	43	3	0.1	0	0	0	
PYMYPHUHKUWMLA-VPENINKCSA-N	O=C[C@H](O)[C@@H](O)[C@H](O)CO	chembl_approved	CHEMBL1236821	CC BY-SA 3.0	2026-09-25	150.13	-2.74	4	5	97.99	4	10	20	0	0.8	0	0	0	
PYNXFZCZUAOOQC-UTKZUKDTSA-N	CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O	chembl_approved	CHEMBL3137301	CC BY-SA 3.0	2026-09-25	411.5	3.835	2	4	92.7	11	30	59	2	0.375	0	0	0	
PYZRQGJRPPTADH-UHFFFAOYSA-N	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	chembl_approved	CHEMBL741	CC BY-SA 3.0	2026-09-25	256.1	2.01	2	5	90.71	1	16	23	2	0.0	0	0	0	
PZBCKZWLPGJMAO-UHFFFAOYSA-N	COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21	chembl_approved	CHEMBL3218576	CC BY-SA 3.0	2026-09-25	480.53	0.662	2	11	139.79	7	35	63	5	0.435	0	1	0	chembl_approved:CHEMBL3545068
PZRHRDRVRGEVNW-UHFFFAOYSA-N	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1	chembl_approved	CHEMBL189	CC BY-SA 3.0	2026-09-25	211.22	1.617	1	3	69.54	1	16	25	2	0.083	0	0	1	chembl_approved:CHEMBL1200977
QADPYRIHXKWUSV-UHFFFAOYSA-N	CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1	chembl_approved	CHEMBL1834657	CC BY-SA 3.0	2026-09-25	560.49	5.354	2	8	95.09	8	38	69	4	0.346	1	2	0	chembl_approved:CHEMBL1852688
QAGYKUNXZHXKMR-HKWSIXNMSA-N	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	chembl_approved	CHEMBL584	CC BY-SA 3.0	2026-09-25	567.8	4.748	4	6	101.9	9	40	85	4	0.562	0	1	0	chembl_approved:CHEMBL1205
QBPFLULOKWLNNW-UHFFFAOYSA-N	O=C1c2cccc(O)c2C(=O)c2c(O)cccc21	chembl_approved	CHEMBL53418	CC BY-SA 3.0	2026-09-25	240.21	1.873	2	4	74.6	0	18	26	3	0.0	1	0	0	
QCDFBFJGMNKBDO-UHFFFAOYSA-N	Oc1c(I)cc(Cl)c2cccnc12	chembl_approved	CHEMBL497	CC BY-SA 3.0	2026-09-25	305.5	3.198	1	2	33.12	0	13	18	2	0.0	0	0	0	
QCGUSIANLFXSGE-GFCCVEGCSA-N	Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1	chembl_approved	CHEMBL2105669	CC BY-SA 3.0	2026-09-25	450.32	1.513	2	8	152.79	6	31	47	4	0.235	0	0	0	
QCHFTSOMWOSFHM-WPRPVWTQSA-N	CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C	chembl_approved	CHEMBL550	CC BY-SA 3.0	2026-09-25	208.26	1.162	0	3	44.12	3	15	31	2	0.636	0	0	1	chembl_approved:CHEMBL1200330
QCZAWDGAVJMPTA-RNFRBKRXSA-N	C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F	chembl_approved	CHEMBL4279047	CC BY-SA 3.0	2026-09-25	414.74	4.312	2	6	75.62	5	27	40	2	0.429	0	0	0	
QDGZDCVAUDNJFG-FXQIFTODSA-N	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21	chembl_approved	CHEMBL713	CC BY-SA 3.0	2026-09-25	277.28	-0.828	4	6	130.05	2	20	35	3	0.417	0	0	0	chembl_approved:CHEMBL5314362
QDMRNLRJDHCHLB-DNNBANOASA-N	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1	chembl_approved	CHEMBL5315122	CC BY-SA 3.0	2026-09-25	530.39	-1.134	6	10	183.36	13	38	73	3	0.52	0	2	0	
QEFAQIPZVLVERP-UHFFFAOYSA-N	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	chembl_approved	CHEMBL1021	CC BY-SA 3.0	2026-09-25	254.29	1.528	2	3	86.18	4	19	33	2	0.067	1	0	1	
QELUYTUMUWHWMC-UHFFFAOYSA-N	CC1=NN(c2ccccc2)C(=O)C1	chembl_approved	CHEMBL290916	CC BY-SA 3.0	2026-09-25	174.2	1.799	0	2	32.67	1	13	23	2	0.2	0	0	1	
QEPPOWJTOZKIIT-UHFFFAOYSA-N	Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1	chembl_approved	CHEMBL2107260	CC BY-SA 3.0	2026-09-25	263.3	1.761	1	5	100.04	3	18	29	2	0.091	0	0	0	
QEVHRUUCFGRFIF-MDEJGZGSSA-N	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	chembl_approved	CHEMBL772	CC BY-SA 3.0	2026-09-25	608.69	4.171	1	10	117.78	8	44	84	6	0.515	1	1	0	
QFFGVLORLPOAEC-SNVBAGLBSA-N	N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1	chembl_approved	CHEMBL1201760	CC BY-SA 3.0	2026-09-25	393.85	3.145	2	4	88.56	3	27	48	4	0.474	0	0	0	chembl_approved:CHEMBL1201761
QFNHIDANIVGXPE-FNZWTVRRSA-N	COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O	chembl_approved	CHEMBL2159122	CC BY-SA 3.0	2026-09-25	569.66	4.159	4	6	164.63	11	42	77	4	0.25	0	1	0	
QGFORSXNKQLDNO-UHFFFAOYSA-N	O=C(O)CSCC(=O)NC1CCSC1=O	chembl_approved	CHEMBL1697744	CC BY-SA 3.0	2026-09-25	249.31	-0.047	2	5	83.47	5	15	26	1	0.625	0	0	0	
QGJUIPDUBHWZPV-SGTAVMJGSA-N	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	chembl_approved	CHEMBL385517	CC BY-SA 3.0	2026-09-25	315.42	1.158	2	4	90.35	2	23	48	6	0.889	0	0	0	chembl_approved:CHEMBL1201743
QHMBSVQNZZTUGM-ZWKOTPCHSA-N	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	chembl_approved	CHEMBL190461	CC BY-SA 3.0	2026-09-25	314.47	5.847	2	2	40.46	6	23	53	2	0.524	0	1	0	
QHMWCHQXCUNUAK-UHFFFAOYSA-N	Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1	chembl_approved	CHEMBL2107430	CC BY-SA 3.0	2026-09-25	346.38	5.002	0	1	17.82	4	26	42	4	0.045	0	1	0	
QIAFMBKCNZACKA-UHFFFAOYSA-N	O=C(O)CNC(=O)c1ccccc1	chembl_approved	CHEMBL1201104	CC BY-SA 3.0	2026-09-25	179.18	0.501	2	2	66.4	3	13	22	1	0.111	0	0	1	
QIALRBLEEWJACW-INIZCTEOSA-N	CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21	chembl_approved	CHEMBL87992	CC BY-SA 3.0	2026-09-25	296.33	3.064	1	3	72.63	1	22	38	3	0.176	0	0	0	
QIGBRXMKCJKVMJ-UHFFFAOYSA-N	Oc1ccc(O)cc1	chembl_approved	CHEMBL537	CC BY-SA 3.0	2026-09-25	110.11	1.098	2	2	40.46	0	8	14	1	0.0	0	0	1	
QIVBCDIJIAJPQS-VIFPVBQESA-N	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	chembl_approved	CHEMBL54976	CC BY-SA 3.0	2026-09-25	204.23	1.122	3	2	79.11	3	15	27	2	0.182	0	0	1	
QIVUCLWGARAQIO-OLIXTKCUSA-N	C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F	chembl_approved	CHEMBL3991065	CC BY-SA 3.0	2026-09-25	603.52	3.948	2	5	104.29	4	43	66	6	0.345	0	1	0	
