inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in
AXQACEQYCPKDMV-RZAWKFBISA-N	CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1	chembl_approved	CHEMBL2105755	CC BY-SA 3.0	2026-09-25	570.65	3.48	4	9	141.18	6	42	76	8	0.469	0	1	0	chembl_approved:CHEMBL3039508
AXRYRYVKAWYZBR-GASGPIRDSA-N	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	chembl_approved	CHEMBL1163	CC BY-SA 3.0	2026-09-25	704.87	4.212	5	9	171.22	14	51	103	3	0.447	0	1	0	chembl_approved:CHEMBL1200678
AYXYPKUFHZROOJ-ZETCQYMHSA-N	CC(C)C[C@H](CN)CC(=O)O	chembl_approved	CHEMBL1059	CC BY-SA 3.0	2026-09-25	159.23	1.082	2	2	63.32	5	11	28	0	0.875	0	0	1	
AZFLJNIPTRTECV-FUMNGEBKSA-N	C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N	chembl_approved	CHEMBL1201864	CC BY-SA 3.0	2026-09-25	311.43	3.837	1	3	61.09	1	23	48	4	0.7	0	0	0	
AZSRSNUQCUDCGG-UHFFFAOYSA-N	C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	chembl_approved	CHEMBL4650319	CC BY-SA 3.0	2026-09-25	585.71	5.075	2	9	113.85	12	43	82	4	0.312	0	2	0	chembl_approved:CHEMBL4802239
BALLNEJQLSTPIO-UHFFFAOYSA-N	CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12	chembl_approved	CHEMBL4303214	CC BY-SA 3.0	2026-09-25	393.4	3.854	1	7	95.71	5	29	48	4	0.19	0	0	0	
BAQCROVBDNBEEB-UBYUBLNFSA-N	CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I	chembl_approved	CHEMBL462394	CC BY-SA 3.0	2026-09-25	789.1	-0.029	6	8	168.66	5	32	54	2	0.5	0	2	0	
BARDROPHSZEBKC-OITMNORJSA-N	C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	chembl_approved	CHEMBL1199324	CC BY-SA 3.0	2026-09-25	614.41	4.366	3	6	129.91	7	41	63	4	0.391	0	1	0	chembl_approved:CHEMBL1201782
BBAWEDCPNXPBQM-GDEBMMAJSA-N	CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1	chembl_approved	CHEMBL231813	CC BY-SA 3.0	2026-09-25	679.86	2.446	4	8	179.56	13	49	102	5	0.722	0	1	0	
BCEHBSKCWLPMDN-MGPLVRAMSA-N	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	chembl_approved	CHEMBL638	CC BY-SA 3.0	2026-09-25	349.32	2.177	1	5	76.72	5	25	39	3	0.25	0	0	0	
BCFGMOOMADDAQU-UHFFFAOYSA-N	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	chembl_approved	CHEMBL554	CC BY-SA 3.0	2026-09-25	581.07	6.139	2	8	106.35	11	40	66	5	0.172	0	2	0	chembl_approved:CHEMBL1201179
BCGWQEUPMDMJNV-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2CCc2ccccc21	chembl_approved	CHEMBL11	CC BY-SA 3.0	2026-09-25	280.42	3.875	0	2	6.48	4	21	45	3	0.368	0	0	0	chembl_approved:CHEMBL1692
BCQZXOMGPXTTIC-UHFFFAOYSA-N	FC(F)(F)C(Cl)Br	chembl_approved	CHEMBL931	CC BY-SA 3.0	2026-09-25	197.38	2.508	0	0	0.0	0	7	8	0	1.0	0	0	1	
BDBMLMBYCXNVMC-UHFFFAOYSA-M	CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21	chembl_approved	CHEMBL1646	CC BY-SA 3.0	2026-09-25	751.99	8.37	0	7	120.65	14	53	100	6	0.326	0	2	0	
BDBMLMBYCXNVMC-UHFFFAOYSA-N	CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21	chembl_approved	CHEMBL1201304	CC BY-SA 3.0	2026-09-25	753.0	8.713	1	6	117.82	14	53	101	6	0.326	0	2	0	
BDJRBEYXGGNYIS-UHFFFAOYSA-N	O=C(O)CCCCCCCC(=O)O	chembl_approved	CHEMBL1238	CC BY-SA 3.0	2026-09-25	188.22	1.886	2	2	74.6	8	13	29	0	0.778	0	0	1	
BDSYKGHYMJNPAB-LICBFIPMSA-N	CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	chembl_approved	CHEMBL1200908	CC BY-SA 3.0	2026-09-25	484.97	4.051	1	5	80.67	4	33	64	4	0.72	0	0	0	
BFCDFTHTSVTWOG-UHFFFAOYSA-N	CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1	chembl_approved	CHEMBL404849	CC BY-SA 3.0	2026-09-25	337.57	5.559	2	3	32.26	12	23	58	1	0.7	0	1	0	
BFDBKMOZYNOTPK-UHFFFAOYSA-N	CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1	chembl_approved	CHEMBL2064032	CC BY-SA 3.0	2026-09-25	345.4	2.646	1	4	63.99	5	24	40	3	0.118	0	0	0	chembl_approved:CHEMBL2079130
BFPSDSIWYFKGBC-UHFFFAOYSA-N	COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1	chembl_approved	CHEMBL1200761	CC BY-SA 3.0	2026-09-25	380.87	5.868	0	3	27.69	6	27	48	3	0.13	0	1	0	
BFPYWIDHMRZLRN-SLHNCBLASA-N	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	chembl_approved	CHEMBL691	CC BY-SA 3.0	2026-09-25	296.41	3.613	2	2	40.46	0	22	46	4	0.6	0	0	0	
BFSMGDJOXZAERB-UHFFFAOYSA-N	CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1	chembl_approved	CHEMBL2028663	CC BY-SA 3.0	2026-09-25	519.57	5.365	2	7	110.86	5	35	55	4	0.174	0	2	0	chembl_approved:CHEMBL2105729
BFUJHVVEMMWLHC-UHFFFAOYSA-N	O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1	chembl_approved	CHEMBL254857	CC BY-SA 3.0	2026-09-25	388.85	2.792	0	5	51.24	5	27	48	4	0.35	0	0	0	
BFYIZQONLCFLEV-DAELLWKTSA-N	C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12	chembl_approved	CHEMBL1200374	CC BY-SA 3.0	2026-09-25	296.41	4.03	0	2	34.14	0	22	46	4	0.6	0	0	0	
BGDKAVGWHJFAGW-UHFFFAOYSA-N	CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1	chembl_approved	CHEMBL1200604	CC BY-SA 3.0	2026-09-25	284.36	2.206	1	3	53.43	6	21	41	2	0.294	0	0	1	
BGRJTUBHPOOWDU-UHFFFAOYSA-N	CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	chembl_approved	CHEMBL26	CC BY-SA 3.0	2026-09-25	341.43	0.557	2	5	101.73	6	23	46	2	0.533	0	0	0	
BGSOJVFOEQLVMH-VWUMJDOOSA-L	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]	chembl_approved	CHEMBL1200968	CC BY-SA 3.0	2026-09-25	440.43	0.635	2	8	147.02	4	30	59	4	0.81	0	0	0	
BGSOJVFOEQLVMH-VWUMJDOOSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O	chembl_approved	CHEMBL1641	CC BY-SA 3.0	2026-09-25	442.45	1.899	4	6	141.36	4	30	61	4	0.81	0	0	0	
BGSZAXLLHYERSY-XQIGCQGXSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1	chembl_approved	CHEMBL1200629	CC BY-SA 3.0	2026-09-25	557.84	5.966	0	5	55.84	4	40	97	6	0.941	0	2	0	chembl_approved:CHEMBL1201219
BHQCQFFYRZLCQQ-OELDTZBJSA-N	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	chembl_approved	CHEMBL205596	CC BY-SA 3.0	2026-09-25	408.58	3.449	4	4	97.99	4	29	69	4	0.958	0	0	0	
BHTRKEVKTKCXOH-LBSADWJPSA-N	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	chembl_approved	CHEMBL272427	CC BY-SA 3.0	2026-09-25	499.71	3.397	4	5	123.93	7	34	79	4	0.962	0	0	0	
BIDNLKIUORFRQP-XYGFDPSESA-M	CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C	chembl_approved	CHEMBL3039596	CC BY-SA 3.0	2026-09-25	562.66	4.787	0	7	113.04	14	39	84	3	0.7	0	1	0	
BIDNLKIUORFRQP-XYGFDPSESA-N	CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C	chembl_approved	CHEMBL3039598	CC BY-SA 3.0	2026-09-25	563.67	6.121	1	6	110.21	14	39	85	3	0.7	0	2	0	
BISPBXFUKNXOQY-RITPCOANSA-M	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)[O-])[C@@H]1C(N)=O	chembl_approved	CHEMBL4297378	CC BY-SA 3.0	2026-09-25	276.25	-1.702	1	6	133.07	3	18	28	2	0.5	0	0	0	
BISPBXFUKNXOQY-RITPCOANSA-N	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O	chembl_approved	CHEMBL4298137	CC BY-SA 3.0	2026-09-25	277.26	-1.359	2	5	130.24	3	18	29	2	0.5	0	0	0	
BJDCWCLMFKKGEE-ISOSDAIHSA-N	C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3	chembl_approved	CHEMBL307261	CC BY-SA 3.0	2026-09-25	284.35	2.187	1	5	57.15	0	20	44	5	1.0	0	0	0	
BJOLKYGKSZKIGU-UHFFFAOYSA-N	CCOP(=O)(OCC)SCC[N+](C)(C)C	chembl_approved	CHEMBL1200367	CC BY-SA 3.0	2026-09-25	256.33	2.607	0	4	35.53	8	15	38	0	1.0	0	0	0	chembl_approved:CHEMBL1201341
BJVVMKUXKQHWJK-UHFFFAOYSA-N	C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O	chembl_approved	CHEMBL1200802	CC BY-SA 3.0	2026-09-25	224.26	0.961	2	3	75.27	4	16	32	1	0.545	0	0	1	
BJYLYJCXYAMOFT-RSFVBTMBSA-N	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	chembl_approved	CHEMBL2105611	CC BY-SA 3.0	2026-09-25	416.65	5.561	3	3	60.69	6	30	74	3	0.778	0	1	0	
BLIJXOOIHRSQRB-PXYINDEMSA-N	CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1	chembl_approved	CHEMBL4297185	CC BY-SA 3.0	2026-09-25	398.85	2.67	3	5	119.62	6	28	47	3	0.263	0	0	0	
BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1	chembl_approved	CHEMBL499	CC BY-SA 3.0	2026-09-25	316.43	0.502	2	8	79.74	6	21	45	2	0.846	0	0	0	chembl_approved:CHEMBL1200870
BLSQLHNBWJLIBQ-UHFFFAOYSA-N	CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	chembl_approved	CHEMBL1714574	CC BY-SA 3.0	2026-09-25	532.47	4.463	0	7	64.88	8	36	67	5	0.462	1	1	0	
BLXXJMDCKKHMKV-UHFFFAOYSA-N	COc1ccc2cc(CCC(C)=O)ccc2c1	chembl_approved	CHEMBL1070	CC BY-SA 3.0	2026-09-25	228.29	3.37	0	2	26.3	4	17	33	2	0.267	0	0	0	
BMAAMIIYNNPHAB-UHFFFAOYSA-M	COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F	chembl_approved	CHEMBL4298171	CC BY-SA 3.0	2026-09-25	507.42	2.117	1	8	122.68	7	35	49	4	0.136	0	1	0	
BMAAMIIYNNPHAB-UHFFFAOYSA-N	COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F	chembl_approved	CHEMBL3668014	CC BY-SA 3.0	2026-09-25	508.43	3.452	2	7	119.85	7	35	50	4	0.136	0	1	0	
BMCQMVFGOVHVNG-TUFAYURCSA-N	CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	chembl_approved	CHEMBL1683	CC BY-SA 3.0	2026-09-25	432.56	3.133	2	6	100.9	5	31	67	4	0.8	0	0	0	
BMGQWWVMWDBQGC-IIFHNQTCSA-N	CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	chembl_approved	CHEMBL608533	CC BY-SA 3.0	2026-09-25	570.65	5.907	1	4	77.73	3	43	73	9	0.257	0	2	0	
BMKDZUISNHGIBY-ZETCQYMHSA-N	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1	chembl_approved	CHEMBL1738	CC BY-SA 3.0	2026-09-25	268.27	-2.708	2	6	98.82	3	19	35	2	0.636	0	0	0	chembl_approved:CHEMBL1200778
BMPDWHIDQYTSHX-AWEZNQCLSA-N	NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21	chembl_approved	CHEMBL315985	CC BY-SA 3.0	2026-09-25	254.29	2.493	2	2	66.56	0	19	33	3	0.133	0	0	1	
BMQGVNUXMIRLCK-OAGWZNDDSA-N	CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C	chembl_approved	CHEMBL1201748	CC BY-SA 3.0	2026-09-25	835.94	4.568	3	14	202.45	10	60	117	6	0.578	0	2	0	
BNRNXUUZRGQAQC-UHFFFAOYSA-N	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	chembl_approved	CHEMBL192	CC BY-SA 3.0	2026-09-25	474.59	1.611	1	7	113.42	7	33	63	4	0.5	0	0	0	chembl_approved:CHEMBL1737
BOBLHFUVNSFZPJ-JOYXJVLSSA-N	CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	chembl_approved	CHEMBL1200545	CC BY-SA 3.0	2026-09-25	494.53	2.985	1	7	106.97	4	35	67	4	0.692	0	0	0	
BOCUKUHCLICSIY-UHFFFAOYSA-N	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O	chembl_approved	CHEMBL61593	CC BY-SA 3.0	2026-09-25	389.89	1.23	3	5	118.36	2	24	40	4	0.429	0	0	0	
BODYFEUFKHPRCK-ZCZMVWJSSA-N	CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O	chembl_approved	CHEMBL4297513	CC BY-SA 3.0	2026-09-25	730.05	8.618	2	7	125.38	8	53	120	7	0.773	0	2	0	chembl_approved:CHEMBL4298168
BOEGTKLJZSQCCD-UEKVPHQBSA-N	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1	chembl_approved	CHEMBL1644	CC BY-SA 3.0	2026-09-25	363.4	0.151	4	6	132.96	4	25	42	3	0.312	0	0	0	
BOFQWVMAQOTZIW-UHFFFAOYSA-N	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	chembl_approved	CHEMBL550348	CC BY-SA 3.0	2026-09-25	373.37	3.711	3	5	108.47	4	28	43	4	0.0	0	0	0	
BOVGTQGAOIONJV-UHFFFAOYSA-N	Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	chembl_approved	CHEMBL427216	CC BY-SA 3.0	2026-09-25	323.42	1.63	2	4	78.51	3	22	43	3	0.533	0	0	0	
BPEGJWRSRHCHSN-UHFFFAOYSA-N	Cn1nnc2c(C(N)=O)ncn2c1=O	chembl_approved	CHEMBL810	CC BY-SA 3.0	2026-09-25	194.15	-2.078	1	5	108.17	1	14	20	2	0.167	0	0	0	
BPEWUONYVDABNZ-DZBHQSCQSA-N	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12	chembl_approved	CHEMBL1571	CC BY-SA 3.0	2026-09-25	300.4	3.59	0	3	43.37	0	22	46	4	0.684	0	0	0	
BPKAHTKRCLCHEA-UBFJEZKGSA-N	C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C	chembl_approved	CHEMBL1200622	CC BY-SA 3.0	2026-09-25	416.65	5.561	3	3	60.69	5	30	74	3	0.778	0	1	0	
BPLBGHOLXOTWMN-MBNYWOFBSA-M	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]	chembl_approved	CHEMBL1200852	CC BY-SA 3.0	2026-09-25	349.39	-0.638	1	6	98.77	5	24	41	3	0.438	0	0	0	
BPLBGHOLXOTWMN-MBNYWOFBSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O	chembl_approved	CHEMBL615	CC BY-SA 3.0	2026-09-25	350.4	0.697	2	5	95.94	5	24	42	3	0.438	0	0	0	
BPOMPTVRBWXZBY-UHFFFAOYSA-N	CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1	chembl_approved	CHEMBL1909289	CC BY-SA 3.0	2026-09-25	375.42	4.709	2	4	75.63	8	28	49	3	0.13	0	0	0	
BPQMGSKTAYIVFO-UHFFFAOYSA-N	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	chembl_approved	CHEMBL473417	CC BY-SA 3.0	2026-09-25	421.31	4.711	1	4	76.13	4	27	41	3	0.053	0	0	0	
BPRHUIZQVSMCRT-VEUZHWNKSA-M	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-]	chembl_approved	CHEMBL1744447	CC BY-SA 3.0	2026-09-25	480.54	1.067	2	8	143.75	10	33	60	2	0.409	0	0	0	
BPRHUIZQVSMCRT-VEUZHWNKSA-N	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O	chembl_approved	CHEMBL1496	CC BY-SA 3.0	2026-09-25	481.55	2.402	3	7	140.92	10	33	61	2	0.409	0	0	0	
BPZSYCZIITTYBL-UHFFFAOYSA-N	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	chembl_approved	CHEMBL1256786	CC BY-SA 3.0	2026-09-25	344.41	2.223	4	5	90.82	9	25	49	2	0.316	0	0	0	chembl_approved:CHEMBL3989798
BPZSYCZIITTYBL-YJYMSZOUSA-N	COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1	chembl_approved	CHEMBL1363	CC BY-SA 3.0	2026-09-25	344.41	2.223	4	5	90.82	9	25	49	2	0.316	0	0	0	chembl_approved:CHEMBL1951071
BQIPXWYNLPYNHW-UHFFFAOYSA-N	CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C	chembl_approved	CHEMBL1291	CC BY-SA 3.0	2026-09-25	309.41	2.275	2	5	67.79	7	22	49	1	0.588	0	0	0	chembl_approved:CHEMBL1200947
BQJCRHHNABKAKU-KBQPJGBKSA-N	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	chembl_approved	CHEMBL70	CC BY-SA 3.0	2026-09-25	285.34	1.198	2	4	52.93	0	21	40	5	0.529	0	0	0	chembl_approved:CHEMBL2103744
BQSJTQLCZDPROO-UHFFFAOYSA-N	Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O	chembl_approved	CHEMBL1164729	CC BY-SA 3.0	2026-09-25	316.38	3.723	1	5	83.21	5	22	38	2	0.312	0	0	0	
BRBKOPJOKNSWSG-UHFFFAOYSA-N	N=C(N)NS(=O)(=O)c1ccc(N)cc1	chembl_approved	CHEMBL338802	CC BY-SA 3.0	2026-09-25	214.25	-0.559	4	4	122.06	2	14	24	1	0.0	0	0	0	
BRUQQQPBMZOVGD-XFKAJCMBSA-N	COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314	chembl_approved	CHEMBL656	CC BY-SA 3.0	2026-09-25	315.37	1.048	1	5	59.0	1	23	44	5	0.611	0	0	0	chembl_approved:CHEMBL1200890;chembl_approved:CHEMBL3989826
BRYXUCLEHAUSDY-WEWMWRJBSA-N	CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O	chembl_approved	CHEMBL4594438	CC BY-SA 3.0	2026-09-25	968.3	7.663	2	8	157.94	11	64	96	7	0.385	0	2	0	
BSMCAPRUBJMWDF-KRWDZBQOSA-N	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1	chembl_approved	CHEMBL2146883	CC BY-SA 3.0	2026-09-25	531.32	3.781	3	4	64.6	4	30	51	4	0.381	0	1	0	chembl_approved:CHEMBL2364607
BSYNRYMUTXBXSQ-UHFFFAOYSA-N	CC(=O)Oc1ccccc1C(=O)O	chembl_approved	CHEMBL25	CC BY-SA 3.0	2026-09-25	180.16	1.31	1	3	63.6	2	13	21	1	0.111	0	0	1	
BTBHLEZXCOBLCY-QGZVFWFLSA-N	CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2	chembl_approved	CHEMBL2181927	CC BY-SA 3.0	2026-09-25	378.43	2.986	2	6	110.26	5	28	50	3	0.286	0	0	0	
BTCRKOKVYTVOLU-SJSRKZJXSA-N	OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O	chembl_approved	CHEMBL1808388	CC BY-SA 3.0	2026-09-25	464.94	2.003	4	7	108.61	9	32	61	4	0.5	0	0	0	
BTFMCMVEUCGQDX-UHFFFAOYSA-N	CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2	chembl_approved	CHEMBL1584	CC BY-SA 3.0	2026-09-25	410.58	4.976	1	5	43.78	7	29	59	4	0.458	0	0	0	
BUGYDGFZZOZRHP-UHFFFAOYSA-N	CC12CC3CC(C)(C1)CC(N)(C3)C2	chembl_approved	CHEMBL807	CC BY-SA 3.0	2026-09-25	179.31	2.694	1	1	26.02	0	13	34	4	1.0	0	0	1	chembl_approved:CHEMBL1699
BUJAGSGYPOAWEI-UHFFFAOYSA-N	Cc1cccc(C)c1NC(=O)C(C)N	chembl_approved	CHEMBL1762	CC BY-SA 3.0	2026-09-25	192.26	1.589	2	2	55.12	2	14	30	1	0.364	0	0	1	chembl_approved:CHEMBL1200773
BUSXWGRAOZQTEY-SDBXPKJASA-N	C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN	chembl_approved	CHEMBL197084	CC BY-SA 3.0	2026-09-25	315.33	-1.24	4	5	150.03	7	22	43	1	0.692	0	0	0	
BVAZQCUMNICBAQ-PZHYSIFUSA-N	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C	chembl_approved	CHEMBL3039514	CC BY-SA 3.0	2026-09-25	882.03	8.116	4	9	188.8	11	65	120	9	0.388	0	2	0	
BWPIARFWQZKAIA-UHFFFAOYSA-N	CNCCCC1c2ccccc2C=Cc2ccccc21	chembl_approved	CHEMBL668	CC BY-SA 3.0	2026-09-25	263.38	4.302	1	1	12.03	4	20	41	3	0.263	0	0	0	chembl_approved:CHEMBL1200332
